WilliamHill,German,2017_05_06,Bayern Munich,Darmstadt,1.04,15.0,34.0
WilliamHill,Italian,2017_05_06,Napoli,Cagliari,1.14,8.5,15.0
WilliamHill,English,2017_05_08,Chelsea,Middlesbrough,1.15,7.5,17.0
WilliamHill,Spanish,2017_04_29,Real Sociedad,Granada,1.2,6.0,15.0
WilliamHill,Spanish,2017_04_29,Real Madrid,Valencia,1.2,6.0,15.0
WilliamHill,English,2017_05_06,Man City,Crystal Palace,1.25,6.0,11.0
WilliamHill,Italian,2017_05_07,Lazio,Sampdoria,1.25,6.5,9.5
WilliamHill,German,2017_04_29,Dortmund,FC Koln,1.33,4.8,10.0
WilliamHill,English,2017_04_30,Man Utd,Swansea,1.4,4.5,8.0
WilliamHill,Spanish,2017_04_28,Villarreal,Sporting Gijon,1.44,4.33,7.0
WilliamHill,German,2017_04_29,Leipzig,Ingolstadt,1.53,4.0,6.0
WilliamHill,Italian,2017_05_06,Juventus,Torino,1.53,4.5,5.5
WilliamHill,English,2017_05_07,Liverpool,Southampton,1.55,4.0,6.0
WilliamHill,German,2017_04_30,Hoffenheim,Eintracht Frankfurt,1.57,3.8,6.0
WilliamHill,German,2017_05_06,Dortmund,Hoffenheim,1.57,4.5,5.0
WilliamHill,Italian,2017_04_30,Cagliari,Pescara,1.57,4.0,5.5
WilliamHill,English,2017_05_06,Hull,Sunderland,1.61,3.8,5.5
WilliamHill,Italian,2017_05_07,Chievo,Palermo,1.61,4.2,5.0
WilliamHill,English,2017_04_29,Southampton,Hull,1.67,3.6,5.5
WilliamHill,English,2017_05_06,Leicester,Watford,1.67,3.8,5.0
WilliamHill,Italian,2017_04_29,Torino,Sampdoria,1.67,3.75,5.0
WilliamHill,German,2017_05_06,M'gladbach,Augsburg,1.73,3.8,4.6
WilliamHill,Italian,2017_04_30,Genoa,Chievo,1.73,3.5,5.0
WilliamHill,English,2017_04_29,Crystal Palace,Burnley,1.83,3.1,5.0
WilliamHill,English,2017_04_30,Tottenham,Arsenal,1.85,3.8,4.2
WilliamHill,Italian,2017_05_07,Empoli,Bologna,1.85,3.75,4.0
WilliamHill,Italian,2017_04_30,Roma,Lazio,1.91,3.2,4.33
WilliamHill,German,2017_04_29,Werder Bremen,Hertha Berlin,1.95,3.3,4.0
WilliamHill,German,2017_04_29,Mainz,M'gladbach,2.1,3.4,3.5
WilliamHill,English,2017_04_29,Stoke,West Ham,2.15,3.1,3.6
WilliamHill,English,2017_05_06,Bournemouth,Stoke,2.15,3.5,3.25
WilliamHill,English,2017_05_07,Arsenal,Man Utd,2.15,3.5,3.25
WilliamHill,Spanish,2017_04_30,Real Betis,Alaves,2.2,3.2,3.4
WilliamHill,Spanish,2017_04_30,Eibar,Leganes,2.2,3.2,3.4
WilliamHill,Italian,2017_04_30,Empoli,Sassuolo,2.2,3.2,3.4
WilliamHill,German,2017_05_05,FC Koln,Werder Bremen,2.25,3.6,3.0
WilliamHill,German,2017_05_07,Hamburg,Mainz,2.25,3.4,3.1
WilliamHill,German,2017_04_28,Leverkusen,Schalke,2.37,3.1,3.1
WilliamHill,English,2017_05_06,Burnley,West Brom,2.4,3.1,3.1
WilliamHill,Italian,2017_04_30,Bologna,Udinese,2.4,3.1,3.1
WilliamHill,German,2017_04_30,Augsburg,Hamburg,2.5,3.1,2.9
WilliamHill,German,2017_05_06,Eintracht Frankfurt,Wolfsburg,2.5,3.3,2.8
WilliamHill,English,2017_04_29,West Brom,Leicester,2.62,3.1,2.75
WilliamHill,German,2017_05_06,Ingolstadt,Leverkusen,2.75,3.5,2.45
WilliamHill,German,2017_05_07,Freiburg,Schalke,2.9,3.4,2.37
WilliamHill,English,2017_04_29,Sunderland,Bournemouth,3.1,3.1,2.4
WilliamHill,Italian,2017_04_30,Inter Milan,Napoli,3.1,3.2,2.3
WilliamHill,German,2017_05_06,Hertha Berlin,Leipzig,3.2,3.3,2.25
WilliamHill,Italian,2017_05_07,AC Milan,Roma,3.25,3.8,2.05
WilliamHill,English,2017_05_06,Swansea,Everton,3.3,3.4,2.15
WilliamHill,German,2017_04_29,Darmstadt,Freiburg,3.3,3.1,2.3
WilliamHill,Italian,2017_05_07,Sassuolo,Fiorentina,3.4,3.8,2.0
WilliamHill,Italian,2017_05_07,Pescara,Crotone,3.4,3.8,2.0
WilliamHill,Italian,2017_05_07,Udinese,Atalanta,3.5,3.6,2.0
WilliamHill,Spanish,2017_04_30,Osasuna,Deportivo La Coruna,3.75,3.4,2.0
WilliamHill,Spanish,2017_05_01,Malaga,Sevilla,3.75,3.5,1.95
WilliamHill,English,2017_04_30,Everton,Chelsea,3.8,3.4,2.0
WilliamHill,Italian,2017_04_30,Crotone,AC Milan,3.8,3.5,1.95
WilliamHill,Italian,2017_04_28,Atalanta,Juventus,4.0,3.3,1.95
WilliamHill,Spanish,2017_04_30,Celta Vigo,Athletic Bilbao,4.6,3.75,1.73
WilliamHill,Italian,2017_05_07,Genoa,Inter Milan,4.75,4.0,1.67
WilliamHill,Spanish,2017_04_29,Las Palmas,Atletico Madrid,5.0,3.6,1.7
WilliamHill,English,2017_05_05,West Ham,Tottenham,6.0,4.4,1.5
WilliamHill,English,2017_05_01,Watford,Liverpool,6.5,4.2,1.5
WilliamHill,German,2017_04_29,Wolfsburg,Bayern Munich,6.5,4.5,1.44
WilliamHill,Italian,2017_04_30,Palermo,Fiorentina,8.0,4.0,1.44
WilliamHill,English,2017_04_30,Middlesbrough,Man City,11.0,4.5,1.33
WilliamHill,Spanish,2017_04_29,Espanyol,Barcelona,15.0,5.5,1.22
